accession,study,bioproject_accession,biosample_accession,filename,library_ID,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,ntsm_result,path,total_Gbp,sample_id
SRR30242517,SRP305758,PRJNA701308,SAMN33621942,HG00323-1_S23_L001_R1_001.fastq.gz,HG00323-1_S23_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,9307268830,3.0,0.668508,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-1_S23_L001_R1_001.fastq.gz,9.31,HG00323
SRR30242506,SRP305758,PRJNA701308,SAMN33621942,HG00323-1_S23_L002_R1_001.fastq.gz,HG00323-1_S23_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,9572806260,3.09,0.624167,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-1_S23_L002_R1_001.fastq.gz,9.57,HG00323
SRR30242207,SRP305758,PRJNA701308,SAMN33621942,HG00323-1_S23_L003_R1_001.fastq.gz,HG00323-1_S23_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,8948801097,2.89,0.663599,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-1_S23_L003_R1_001.fastq.gz,8.95,HG00323
SRR30242196,SRP305758,PRJNA701308,SAMN33621942,HG00323-1_S23_L004_R1_001.fastq.gz,HG00323-1_S23_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,9273418950,2.99,0.628386,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-1_S23_L004_R1_001.fastq.gz,9.27,HG00323
SRR30242449,SRP305758,PRJNA701308,SAMN33621942,HG00323-2_S31_L001_R1_001.fastq.gz,HG00323-2_S31_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,13454844253,4.34,0.586155,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-2_S31_L001_R1_001.fastq.gz,13.45,HG00323
SRR30242438,SRP305758,PRJNA701308,SAMN33621942,HG00323-2_S31_L002_R1_001.fastq.gz,HG00323-2_S31_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,13831739909,4.46,0.629683,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-2_S31_L002_R1_001.fastq.gz,13.83,HG00323
SRR30242306,SRP305758,PRJNA701308,SAMN33621942,HG00323-2_S31_L003_R1_001.fastq.gz,HG00323-2_S31_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,12967687388,4.18,0.604095,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-2_S31_L003_R1_001.fastq.gz,12.97,HG00323
SRR30242493,SRP305758,PRJNA701308,SAMN33621942,HG00323-2_S31_L004_R1_001.fastq.gz,HG00323-2_S31_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00323,13422786440,4.33,0.581474,Similar,s3://human-pangenomics/working/HPRC/HG00323/raw_data/hic/HG00323-2_S31_L004_R1_001.fastq.gz,13.42,HG00323
SRR30242502,SRP305758,PRJNA701308,SAMN37797099,HG01530-1_S3_L001_R1_001.fastq.gz,HG01530-1_S3_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,15881878484,5.12,0.531106,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-1_S3_L001_R1_001.fastq.gz,15.88,HG01530
SRR30242424,SRP305758,PRJNA701308,SAMN37797099,HG01530-1_S3_L002_R1_001.fastq.gz,HG01530-1_S3_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,16121034186,5.2,0.543372,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-1_S3_L002_R1_001.fastq.gz,16.12,HG01530
SRR30242480,SRP305758,PRJNA701308,SAMN37797099,HG01530-1_S3_L003_R1_001.fastq.gz,HG01530-1_S3_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,15269723276,4.93,0.518959,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-1_S3_L003_R1_001.fastq.gz,15.27,HG01530
SRR30242283,SRP305758,PRJNA701308,SAMN37797099,HG01530-1_S3_L004_R1_001.fastq.gz,HG01530-1_S3_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,15150778535,4.89,0.547714,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-1_S3_L004_R1_001.fastq.gz,15.15,HG01530
SRR30242411,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11_L001_R1_001.fastq.gz,HG01530-2_S11_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,14154859985,4.57,0.572679,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11_L001_R1_001.fastq.gz,14.15,HG01530
SRR30242280,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11_L002_R1_001.fastq.gz,HG01530-2_S11_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,14365907902,4.63,0.526389,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11_L002_R1_001.fastq.gz,14.37,HG01530
SRR30242273,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11_L003_R1_001.fastq.gz,HG01530-2_S11_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,13420324024,4.33,0.544446,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11_L003_R1_001.fastq.gz,13.42,HG01530
SRR30242272,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11_L004_R1_001.fastq.gz,HG01530-2_S11_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,13477345492,4.35,0.553314,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11_L004_R1_001.fastq.gz,13.48,HG01530
SRR30242270,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11i_L001_R1_001.fastq.gz,HG01530-2_S11i_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,35830722289,11.56,0.425715,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11i_L001_R1_001.fastq.gz,35.83,HG01530
SRR30242268,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11i_L002_R1_001.fastq.gz,HG01530-2_S11i_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,39351820410,12.69,0.462949,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11i_L002_R1_001.fastq.gz,39.35,HG01530
SRR30242265,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11i_L003_R1_001.fastq.gz,HG01530-2_S11i_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,33977811222,10.96,0.477153,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11i_L003_R1_001.fastq.gz,33.98,HG01530
SRR30242264,SRP305758,PRJNA701308,SAMN37797099,HG01530-2_S11i_L004_R1_001.fastq.gz,HG01530-2_S11i_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01530,29404032796,9.49,0.484091,Similar,s3://human-pangenomics/working/HPRC/HG01530/raw_data/hic/HG01530-2_S11i_L004_R1_001.fastq.gz,29.4,HG01530
SRR30242262,SRP305758,PRJNA701308,SAMN37797100,HG01784-2_S31_L001_R1_001.fastq.gz,HG01784-2_S31_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01784,12386565567,4.0,0.602602,Similar,s3://human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L001_R1_001.fastq.gz,12.39,HG01784
SRR30242479,SRP305758,PRJNA701308,SAMN37797100,HG01784-2_S31_L002_R1_001.fastq.gz,HG01784-2_S31_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01784,13377187618,4.32,0.592402,Similar,s3://human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L002_R1_001.fastq.gz,13.38,HG01784
SRR30242478,SRP305758,PRJNA701308,SAMN37797100,HG01784-2_S31_L003_R1_001.fastq.gz,HG01784-2_S31_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01784,13371568307,4.31,0.583023,Similar,s3://human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L003_R1_001.fastq.gz,13.37,HG01784
SRR30242259,SRP305758,PRJNA701308,SAMN37797100,HG01784-2_S31_L004_R1_001.fastq.gz,HG01784-2_S31_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01784,13250775565,4.27,0.605486,Similar,s3://human-pangenomics/working/HPRC/HG01784/raw_data/hic/HG01784-2_S31_L004_R1_001.fastq.gz,13.25,HG01784
SRR30242258,SRP305758,PRJNA701308,SAMN33758784,HG02040-1_S1_L001_R1_001.fastq.gz,HG02040-1_S1_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,8290570287,2.67,0.647356,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-1_S1_L001_R1_001.fastq.gz,8.29,HG02040
SRR30242257,SRP305758,PRJNA701308,SAMN33758784,HG02040-1_S1_L002_R1_001.fastq.gz,HG02040-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,8975206509,2.9,0.620614,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-1_S1_L002_R1_001.fastq.gz,8.98,HG02040
SRR30242255,SRP305758,PRJNA701308,SAMN33758784,HG02040-1_S1_L003_R1_001.fastq.gz,HG02040-1_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,8977755556,2.9,0.622793,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-1_S1_L003_R1_001.fastq.gz,8.98,HG02040
SRR30242254,SRP305758,PRJNA701308,SAMN33758784,HG02040-1_S1_L004_R1_001.fastq.gz,HG02040-1_S1_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,8864041665,2.86,0.649502,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-1_S1_L004_R1_001.fastq.gz,8.86,HG02040
SRR30242253,SRP305758,PRJNA701308,SAMN33758784,HG02040-2_S9_L001_R1_001.fastq.gz,HG02040-2_S9_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,9651428893,3.11,0.620916,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-2_S9_L001_R1_001.fastq.gz,9.65,HG02040
SRR30242252,SRP305758,PRJNA701308,SAMN33758784,HG02040-2_S9_L002_R1_001.fastq.gz,HG02040-2_S9_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,10541830391,3.4,0.612289,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-2_S9_L002_R1_001.fastq.gz,10.54,HG02040
SRR30242251,SRP305758,PRJNA701308,SAMN33758784,HG02040-2_S9_L003_R1_001.fastq.gz,HG02040-2_S9_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,10535978094,3.4,0.596701,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-2_S9_L003_R1_001.fastq.gz,10.54,HG02040
SRR30242250,SRP305758,PRJNA701308,SAMN33758784,HG02040-2_S9_L004_R1_001.fastq.gz,HG02040-2_S9_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02040,10368682458,3.34,0.611257,Similar,s3://human-pangenomics/working/HPRC/HG02040/raw_data/hic/HG02040-2_S9_L004_R1_001.fastq.gz,10.37,HG02040
SRR30242249,SRP305758,PRJNA701308,SAMN33621951,HG02155-1_S24_L001_R1_001.fastq.gz,HG02155-1_S24_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,11299227154,3.64,0.623241,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-1_S24_L001_R1_001.fastq.gz,11.3,HG02155
SRR30242248,SRP305758,PRJNA701308,SAMN33621951,HG02155-1_S24_L002_R1_001.fastq.gz,HG02155-1_S24_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,11567425336,3.73,0.602946,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-1_S24_L002_R1_001.fastq.gz,11.57,HG02155
SRR30242247,SRP305758,PRJNA701308,SAMN33621951,HG02155-1_S24_L003_R1_001.fastq.gz,HG02155-1_S24_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,11070056950,3.57,0.619456,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-1_S24_L003_R1_001.fastq.gz,11.07,HG02155
SRR30242246,SRP305758,PRJNA701308,SAMN33621951,HG02155-1_S24_L004_R1_001.fastq.gz,HG02155-1_S24_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,11322530860,3.65,0.618786,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-1_S24_L004_R1_001.fastq.gz,11.32,HG02155
SRR30242244,SRP305758,PRJNA701308,SAMN33621951,HG02155-2_S32_L001_R1_001.fastq.gz,HG02155-2_S32_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,12578918553,4.06,0.6,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-2_S32_L001_R1_001.fastq.gz,12.58,HG02155
SRR30242243,SRP305758,PRJNA701308,SAMN33621951,HG02155-2_S32_L002_R1_001.fastq.gz,HG02155-2_S32_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,12886674344,4.16,0.570687,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-2_S32_L002_R1_001.fastq.gz,12.89,HG02155
SRR30242242,SRP305758,PRJNA701308,SAMN33621951,HG02155-2_S32_L003_R1_001.fastq.gz,HG02155-2_S32_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,12241855001,3.95,0.588933,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-2_S32_L003_R1_001.fastq.gz,12.24,HG02155
SRR30242241,SRP305758,PRJNA701308,SAMN33621951,HG02155-2_S32_L004_R1_001.fastq.gz,HG02155-2_S32_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02155,12561609829,4.05,0.596469,Similar,s3://human-pangenomics/working/HPRC/HG02155/raw_data/hic/HG02155-2_S32_L004_R1_001.fastq.gz,12.56,HG02155
SRR30242240,SRP305758,PRJNA701308,SAMN33758785,HG02165-1_S2_L001_R1_001.fastq.gz,HG02165-1_S2_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,6089723758,1.96,0.690243,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-1_S2_L001_R1_001.fastq.gz,6.09,HG02165
SRR30242461,SRP305758,PRJNA701308,SAMN33758785,HG02165-1_S2_L002_R1_001.fastq.gz,HG02165-1_S2_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,6601978749,2.13,0.661908,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-1_S2_L002_R1_001.fastq.gz,6.6,HG02165
SRR30242460,SRP305758,PRJNA701308,SAMN33758785,HG02165-1_S2_L003_R1_001.fastq.gz,HG02165-1_S2_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,6605231258,2.13,0.702147,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-1_S2_L003_R1_001.fastq.gz,6.61,HG02165
SRR30242459,SRP305758,PRJNA701308,SAMN33758785,HG02165-1_S2_L004_R1_001.fastq.gz,HG02165-1_S2_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,6519329233,2.1,0.668794,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-1_S2_L004_R1_001.fastq.gz,6.52,HG02165
SRR30242477,SRP305758,PRJNA701308,SAMN33758785,HG02165-2_S10_L001_R1_001.fastq.gz,HG02165-2_S10_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,10042788187,3.24,0.659534,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-2_S10_L001_R1_001.fastq.gz,10.04,HG02165
SRR30242476,SRP305758,PRJNA701308,SAMN33758785,HG02165-2_S10_L002_R1_001.fastq.gz,HG02165-2_S10_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,11079858825,3.57,0.611808,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-2_S10_L002_R1_001.fastq.gz,11.08,HG02165
SRR30242474,SRP305758,PRJNA701308,SAMN33758785,HG02165-2_S10_L003_R1_001.fastq.gz,HG02165-2_S10_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,11090061438,3.58,0.634816,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-2_S10_L003_R1_001.fastq.gz,11.09,HG02165
SRR30242473,SRP305758,PRJNA701308,SAMN33758785,HG02165-2_S10_L004_R1_001.fastq.gz,HG02165-2_S10_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG02165,10897836302,3.52,0.632186,Similar,s3://human-pangenomics/working/HPRC/HG02165/raw_data/hic/HG02165-2_S10_L004_R1_001.fastq.gz,10.9,HG02165
