path,sample_id,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecalling_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_Kinnex/HG02132.lymph.m84046_240722_012946_s4.flnc.bam,HG02132,7010005,HG02132.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02132.lymph.m84046_240722_012946_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-2.bam,m84046_240722_012946_s4,NA,bc02,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.196468,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240713_091428_s4.flnc.bam,HG02135,6529494,HG02135.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02135.lymph.m84046_240713_091428_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240713_091428_s4,NA,bc09,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.185904,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_Kinnex/HG02135.lymph.m84046_240717_125059_s3.flnc.bam,HG02135,8028376,HG02135.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02135.lymph.m84046_240717_125059_s3,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240717_125059_s3,NA,bc09,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.176736,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240713_051553_s2.flnc.bam,HG02148,5271716,HG02148.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02148.lymph.m84046_240713_051553_s2,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240713_051553_s2,NA,bc04,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.175361,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_Kinnex/HG02148.lymph.m84046_240722_012946_s4.flnc.bam,HG02148,5770576,HG02148.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02148.lymph.m84046_240722_012946_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240722_012946_s4,NA,bc04,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.178815,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240713_091428_s4.flnc.bam,HG02523,6778056,HG02523.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02523.lymph.m84046_240713_091428_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240713_091428_s4,NA,bc08,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.18626,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_Kinnex/HG02523.lymph.m84046_240717_125059_s3.flnc.bam,HG02523,8333089,HG02523.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG02523.lymph.m84046_240717_125059_s3,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-4.bam,m84046_240717_125059_s3,NA,bc08,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.192326,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240713_051553_s2.flnc.bam,HG03579,5273930,HG03579.lymph.m84046_240713_051553_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03579.lymph.m84046_240713_051553_s2,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240713_051553_s2,NA,bc05,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.178394,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_Kinnex/HG03579.lymph.m84046_240722_012946_s4.flnc.bam,HG03579,5780132,HG03579.lymph.m84046_240722_012946_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03579.lymph.m84046_240722_012946_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-5.bam,m84046_240722_012946_s4,NA,bc05,5,PACBIO,REVIO,HPRC_Pool001.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool001.KN,0.1726,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_Kinnex/HG03942.lymph.m84046_240713_091428_s4.flnc.bam,HG03942,6555713,HG03942.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03942.lymph.m84046_240713_091428_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-7.bam,m84046_240713_091428_s4,NA,bc11,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.219996,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_Kinnex/HG03942.lymph.m84046_240717_125059_s3.flnc.bam,HG03942,8028923,HG03942.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03942.lymph.m84046_240717_125059_s3,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-7.bam,m84046_240717_125059_s3,NA,bc11,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.211686,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG04187/raw_data/PacBio_Kinnex/HG04187.lymph.m84046_240713_091428_s4.flnc.bam,HG04187,6438964,HG04187.lymph.m84046_240713_091428_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG04187.lymph.m84046_240713_091428_s4,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-8.bam,m84046_240713_091428_s4,NA,bc12,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.200776,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG04187/raw_data/PacBio_Kinnex/HG04187.lymph.m84046_240717_125059_s3.flnc.bam,HG04187,7910689,HG04187.lymph.m84046_240717_125059_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG04187.lymph.m84046_240717_125059_s3,bam,unaligned reads,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-8.bam,m84046_240717_125059_s3,NA,bc12,5,PACBIO,REVIO,HPRC_Pool003.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool003.KN,0.190584,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA18970/raw_data/PacBio_Kinnex/NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,NA18970,15726658,NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA18970.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_240819_194908_s1,m84203_240819_214831_s2,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool6,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool006,0.172305,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20850/raw_data/PacBio_Kinnex/NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,NA20850,14770436,NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20850.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240912_183748_s1,m84203_240912_203713_s2,bc05,5,PACBIO,REVIO,HPRC_Kinnex_Pool11,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool011,0.20407,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_Kinnex/NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,NA19909,14530598,NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240912_183748_s1,m84203_240912_203713_s2,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool11,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool011,0.188245,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_Kinnex/NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,NA20282,16099858,NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240912_183748_s1,m84203_240912_203713_s2,bc08,5,PACBIO,REVIO,HPRC_Kinnex_Pool11,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool011,0.19797,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20346/raw_data/PacBio_Kinnex/NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,NA20346,14244462,NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20346.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.189884,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_Kinnex/NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,NA19776,14163550,NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19776.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.202823,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA19682/raw_data/PacBio_Kinnex/NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,NA19682,13446714,NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19682.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc03,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.179527,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00329/raw_data/PacBio_Kinnex/HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,HG00329,14699357,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.213861,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_Kinnex/HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,HG03784,16372445,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03784.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc08,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.201572,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20806/raw_data/PacBio_Kinnex/NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,NA20806,18350185,NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20806.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc01,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.181748,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA21144/raw_data/PacBio_Kinnex/NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,NA21144,18755620,NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc02,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.192282,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20827/raw_data/PacBio_Kinnex/NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,NA20827,16768703,NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc03,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.190645,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex/HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,HG03521,15478900,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc04,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.164513,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/NA20762/raw_data/PacBio_Kinnex/NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,NA20762,16536001,NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc05,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.207265,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00344/raw_data/PacBio_Kinnex/HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,HG00344,15691882,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00344.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc06,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.173686,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex/HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,HG00350,16420109,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240913_222952_s1,m84203_240914_002916_s2,bc07,5,PACBIO,REVIO,HPRC_Kinnex_Pool13,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool013,0.185289,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00272/raw_data/PacBio_Kinnex/HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,HG00272,14296173,HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00272.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240914_042802_s4,m84203_240914_022843_s3,bc03,5,PACBIO,REVIO,HPRC_Kinnex_Pool14,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool014,0.178572,1,TRUE,iviolich@ucsc.edu
s3://human-pangenomics/working/HPRC/HG00097/raw_data/PacBio_Kinnex/HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,HG00097,12420586,HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3,bam,unaligned reads,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240914_042802_s4,m84203_240914_022843_s3,bc04,5,PACBIO,REVIO,HPRC_Kinnex_Pool14,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool014,0.172788,1,TRUE,iviolich@ucsc.edu
