DeepConsensus_version,MM_tag,N25,N50,N75,accession,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_score,path,platform,polymerase_version,production,quartile_25,quartile_50,quartile_75,sample_ID,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,deepconsensus_file,deepconsensus_path,deepconsensus_coverage
,1.0,16960,20748,25330,SRR23922662,PRJNA701308,SAMN33758789,6.2.0,9.3,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m54329U_220117_123334-bc1012.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03017.HFSS,single,RANDOM,GENOMIC,WGS,67494.0,19961,52.0,,,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m54329U_220117_123334-bc1012.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,15714,19049,23321,HG03017,C2,Megaruptor 3,PippinHT,SRP305758,,28.78,28780552619,1441796,HG03017.m54329U_220117_123334.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03017/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03017.m54329U_220117_123334.dc.q20.fastq.gz,10.95
,1.0,16644,19654,23489,SRR23922661,PRJNA701308,SAMN33758790,6.2.0,12.1,unaligned reads,HiFi sequencing of 24kb fractionated gDNA,m54329U_211217_080751-bc1009.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03041.HFSS,single,RANDOM,GENOMIC,WGS,58287.0,19356,117.0,,,s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m54329U_211217_080751-bc1009.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,15871,18510,22035,HG03041,C2,Megaruptor 3,PippinHT,SRP305758,,37.66,37659966853,1945591,HG03041.m54329U_211217_080751.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03041/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03041.m54329U_211217_080751.dc.q20.fastq.gz,14.23
,1.0,17005,20034,23797,SRR23922660,PRJNA701308,SAMN33758791,6.3.0,12.5,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64076_220518_191414-bc2018.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03130.HFSS,single,RANDOM,GENOMIC,WGS,55594.0,19705,78.0,,,s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m64076_220518_191414-bc2018.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16222,18912,22419,HG03130,C2,Megaruptor 3,PippinHT,SRP305758,,38.6,38602098340,1958959,HG03130.m64076_220518_191414.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03130/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03130.m64076_220518_191414.dc.q20.fastq.gz,15.07
,1.0,18495,21985,26234,SRR23922659,PRJNA701308,SAMN33758792,6.3.0,13.9,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m54329U_220525_111437-bc2019.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03139.HFSS,single,RANDOM,GENOMIC,WGS,66085.0,21499,90.0,,,s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m54329U_220525_111437-bc2019.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,17524,20644,24640,HG03139,C2,Megaruptor 3,PippinHT,SRP305758,,43.17,43172373160,2008028,HG03139.m54329U_220525_111437.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03139/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03139.m54329U_220525_111437.dc.q20.fastq.gz,16.58
,1.0,16050,18337,21412,SRR23922657,PRJNA701308,SAMN33758793,6.3.0,7.0,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64076_220526_115049-bc2020.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03209.HFSS,single,RANDOM,GENOMIC,WGS,53890.0,18307,91.0,,,s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m64076_220526_115049-bc2020.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,15577,17588,20402,HG03209,C2,Megaruptor 3,PippinHT,SRP305758,,21.78,21783182095,1189873,HG03209.m64076_220526_115049.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03209/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03209.m64076_220526_115049.dc.q20.fastq.gz,9.87
,1.0,17225,20513,24597,SRR23922656,PRJNA701308,SAMN33758794,6.2.0,11.6,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220108_100904-bc1015.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03239.HFSS,single,RANDOM,GENOMIC,WGS,57608.0,20045,61.0,,,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m64076_220108_100904-bc1015.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,16305,19208,23004,HG03239,C2,Megaruptor 3,PippinHT,SRP305758,,35.95,35954386623,1793658,HG03239.m64076_220108_100904.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03239/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03239.m64076_220108_100904.dc.q20.fastq.gz,14.32
,1.0,17037,20253,24361,SRR23922654,PRJNA701308,SAMN33758795,6.2.0,3.9,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m64076_220216_013707-bc1001.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03704.HFSS3,single,RANDOM,GENOMIC,WGS,62497.0,19965,54.0,,,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m64076_220216_013707-bc1001.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,16204,19002,22753,HG03704,C2,Megaruptor 3,PippinHT,SRP305758,,12.14,12144176455,608249,HG03704.m64076_220216_013707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03704/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03704.m64076_220216_013707.dc.q20.fastq.gz,4.75
,1.0,17488,20454,24255,SRR23922652,PRJNA701308,SAMN33758796,6.3.0,15.0,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220607_194753-bc2021.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,NA18522.HFSS,single,RANDOM,GENOMIC,WGS,69031.0,20210,69.0,,,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m54329U_220607_194753-bc2021.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16774,19386,22898,NA18522,C2,Megaruptor 3,PippinHT,SRP305758,,46.37,46372792364,2294482,NA18522.m54329U_220607_194753.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220607_194753.dc.q20.fastq.gz,17.03
,1.0,14998,18874,22950,SRR23922649,PRJNA701308,SAMN33758798,6.3.0,0.0,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,35951.0,16025,1389.0,,,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,11779,16362,20701,NA18983,C2,Megaruptor 3,PippinHT,SRP305758,,0.07,73078048,4560,,,
,1.0,18360,21333,25123,SRR23922639,PRJNA701308,SAMN33758799,6.3.0,14.2,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m54329U_220920_065703-bc2061.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG19043.HFSS,single,RANDOM,GENOMIC,WGS,73652.0,21064,59.0,,,s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220920_065703-bc2061.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,17643,20280,23804,NA19043,C2,Megaruptor 3,PippinHT,SRP305758,,44.05,44045561368,2090945,NA19043.m54329U_220920_065703.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA19043/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19043.m54329U_220920_065703.dc.q20.fastq.gz,16.29
,1.0,18403,21119,24581,SRR23922641,PRJNA701308,SAMN33758800,6.3.0,13.6,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220831_195843-bc2052.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG20752.HFSS,single,RANDOM,GENOMIC,WGS,59695.0,20957,88.0,,,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m64457e_220831_195843-bc2052.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,17815,20236,23481,NA20752,C2,Megaruptor 3,PippinHT,SRP305758,,42.15,42154577403,2011426,NA20752.m64457e_220831_195843.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA20752/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA20752.m64457e_220831_195843.dc.q20.fastq.gz,16.32
,1.0,17228,20081,23645,SRR23922642,PRJNA701308,SAMN33758801,6.3.0,14.0,unaligned reads,HiFi sequencing of 24kb fractionated gDNA,m64076_220918_143117-bc2060.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG20905.HFSS,single,RANDOM,GENOMIC,WGS,69049.0,19793,54.0,,,s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220918_143117-bc2060.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16533,19077,22417,NA20905,C2,Megaruptor 3,PippinHT,SRP305758,,43.28,43283072105,2186710,NA20905.m64076_220918_143117.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA20905/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA20905.m64076_220918_143117.dc.q20.fastq.gz,16.37
,1.0,17676,21415,26110,SRR23922640,PRJNA701308,SAMN33758780,6.2.0,0.7,unaligned reads,HiFi sequencing of 24kb fractionated gDNA,m64076_220216_013707-bc1016.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG00558.HFSS,single,RANDOM,GENOMIC,WGS,61233.0,20813,61.0,,,s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/m64076_220216_013707-bc1016.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,16484,19802,24088,HG00558,C2,Megaruptor 3,PippinHT,SRP305758,,2.27,2266821485,108911,HG00558.m64076_220216_013707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00558/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00558.m64076_220216_013707.dc.q20.fastq.gz,0.87
,1.0,17104,20746,25246,SRR23922643,PRJNA701308,SAMN33758781,6.2.0,1.8,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220216_013707-bc1010.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG00639.HFSS,single,RANDOM,GENOMIC,WGS,52534.0,19981,61.0,,,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m64076_220216_013707-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,15886,19132,23275,HG00639,C2,Megaruptor 3,PippinHT,SRP305758,,5.69,5693715374,284943,HG00639.m64076_220216_013707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00639/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00639.m64076_220216_013707.dc.q20.fastq.gz,2.19
,1.0,18780,22731,27224,SRR23922663,PRJNA701308,SAMN33758788,6.3.0,0.1,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,41854.0,20570,1212.0,,,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16402,20700,25116,HG02922,C2,Megaruptor 3,PippinHT,SRP305758,,0.2,195361726,9497,,,
,1.0,16707,20379,24868,SRR23922662,PRJNA701308,SAMN33758789,6.2.0,2.6,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m64076_220216_013707-bc1012.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03017.HFSS,single,RANDOM,GENOMIC,WGS,53564.0,19618,136.0,,,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m64076_220216_013707-bc1012.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,15514,18737,22888,HG03017,C2,Megaruptor 3,PippinHT,SRP305758,,8.14,8141215131,414973,HG03017.m64076_220216_013707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03017/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03017.m64076_220216_013707.dc.q20.fastq.gz,3.12
,1.0,16905,19552,22812,SRR23922657,PRJNA701308,SAMN33758793,6.3.0,4.5,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64076_221001_041132-bc2020.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03209.HFSS,single,RANDOM,GENOMIC,WGS,56747.0,19301,1106.0,,,s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m64076_221001_041132-bc2020.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16295,18678,21777,HG03209,C2,Megaruptor 3,PippinHT,SRP305758,,14.06,14062564475,728559,HG03209.m64076_221001_041132.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03209/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03209.m64076_221001_041132.dc.q20.fastq.gz,5.08
,1.0,18608,21371,24756,SRR23922649,PRJNA701308,SAMN33758798,6.3.0,13.9,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220902_165459-bc2055.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,76383.0,21122,79.0,,,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,17996,20489,23724,NA18983,C2,Megaruptor 3,PippinHT,SRP305758,,43.05,43050138465,2038086,NA18983.m64457e_220902_165459.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220902_165459.dc.q20.fastq.gz,16.51
,1.0,18159,22312,26640,SRR23922663,PRJNA701308,SAMN33758788,6.3.0,0.1,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,42061.0,19880,1321.0,,,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,15374,20075,24486,HG02922,C2,Megaruptor 3,PippinHT,SRP305758,,0.2,200809444,10101,,,
,1.0,18187,21954,26294,SRR23922662,PRJNA701308,SAMN33758789,6.2.0,4.9,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m64076_221001_041132-bc1012.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,HG03017.HFSS,single,RANDOM,GENOMIC,WGS,67114.0,21129,396.0,,,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m64076_221001_041132-bc1012.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,UW_HPRC_HiFi_Y3,16904,20408,24540,HG03017,C2,Megaruptor 3,PippinHT,SRP305758,,15.3,15298343686,724011,HG03017.m64076_221001_041132.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03017/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03017.m64076_221001_041132.dc.q20.fastq.gz,5.54
,1.0,18786,21640,25068,SRR23922649,PRJNA701308,SAMN33758798,6.3.0,13.6,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220904_135104-bc2055.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,66528.0,21337,82.0,,,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,18140,20727,24026,NA18983,C2,Megaruptor 3,PippinHT,SRP305758,,42.15,42152212914,1975484,NA18983.m64457e_220904_135104.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220904_135104.dc.q20.fastq.gz,15.91
,1.0,19118,23139,27684,SRR23922663,PRJNA701308,SAMN33758788,6.3.0,0.1,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG02922.HFSS2,single,RANDOM,GENOMIC,WGS,43604.0,21152,1163.0,,,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,16859,21228,25652,HG02922,C2,Megaruptor 3,PippinHT,SRP305758,,0.19,194353188,9188,,,
,1.0,18385,21100,24496,SRR23922649,PRJNA701308,SAMN33758798,6.3.0,13.8,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220906_104717-bc2055.5mc.hifi_reads.bam,bam,kmiyamot@uw.edu,University of Washington,Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,58895.0,20897,88.0,,,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,UW_HPRC_HiFi_Y3,17794,20225,23449,NA18983,C2,Megaruptor 3,PippinHT,SRP305758,,42.79,42794312016,2047793,NA18983.m64457e_220906_104717.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220906_104717.dc.q20.fastq.gz,16.27
,1.0,18662,21906,26034,SRR29483271,PRJNA701308,SAMN17861234,v8.0.0,7.7,unaligned reads,HiFi sequencing of 26kb fractionated gDNA,m84046_231202_071034_s1.hifi_reads.bc2053.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01358.HFSS2_m84046_231202_071034_s1,single,size fractionation,GENOMIC,WGS,65908.0,21635,63.0,,0.572191,s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2053.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17831,20701,24489,HG01358,C1,Megaruptor 3,Pippin HT,SRR13684290,,23.73,23725857199,1096627,,,
,1.0,18580,21794,25898,SRR29483270,PRJNA701308,SAMN17861234,v8.0.0,7.3,unaligned reads,HiFi sequencing of 26kb fractionated gDNA,m84046_231202_110908_s4.hifi_reads.bc2053.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01358.HFSS2_m84046_231202_110908_s4,single,size fractionation,GENOMIC,WGS,61399.0,21541,97.0,,0.621412,s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2053.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17767,20614,24354,HG01358,C1,Megaruptor 3,Pippin HT,SRR13684290,,22.54,22537442552,1046235,,,
,1.0,12065,13705,16221,SRR29483115,PRJNA701308,SAMN17861232,v7.0.0,11.8,unaligned reads,HiFi sequencing of 16kb fractionated gDNA,m84046_230724_203319_s4.hifi_reads.bc2055.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01123.HFSS2_m84046_230724_203319_s4,single,size fractionation,GENOMIC,WGS,47325.0,13826,158.0,,0.532305,s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2055.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11740,13113,15274,HG01123,C1,Megaruptor 3,Pippin HT,SRR13684290,,36.56,36561691313,2644354,,,
,1.0,18721,21753,25731,SRR29483114,PRJNA701308,SAMN17861232,v8.0.0,14.5,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m84046_231202_090949_s3.hifi_reads.bc2055.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01123.HFSS3_m84046_231202_090949_s3,single,size fractionation,GENOMIC,WGS,60699.0,21612,106.0,,0.525142,s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2055.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18022,20671,24294,HG01123,C1,Megaruptor 3,Pippin HT,SRR13684290,,45.09,45092269241,2086408,,,
,1.0,12438,14133,16723,SRR29483175,PRJNA701308,SAMN17861235,v7.0.0,13.6,unaligned reads,HiFi sequencing of 18kb fractionated gDNA,m84046_230724_203319_s4.hifi_reads.bc2056.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01361.HFSS2_m84046_230724_203319_s4,single,size fractionation,GENOMIC,WGS,55368.0,14341,195.0,,0.539115,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2056.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,12129,13541,15772,HG01361,C1,Megaruptor 3,Pippin HT,SRR13684290,,42.05,42045826152,2931742,,,
,1.0,18986,22251,26513,SRR29483098,PRJNA701308,SAMN17861235,v8.0.0,24.4,unaligned reads,HiFi sequencing of 27kb fractionated gDNA,m84046_231202_071034_s1.hifi_reads.bc2052.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01361.HFSS3_m84046_231202_071034_s1,single,size fractionation,GENOMIC,WGS,72539.0,22058,51.0,,0.538134,s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2052.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18204,21031,24921,HG01361,C1,Megaruptor 3,Pippin HT,SRR13684290,,75.65,75651333730,3429635,,,
,1.0,17826,20574,24233,SRR29483154,PRJNA701308,SAMN17861233,v8.0.0,16.2,unaligned reads,HiFi sequencing of 25kb fractionated gDNA,m84046_231202_090949_s3.hifi_reads.bc2054.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG01258.HFSS2_m84046_231202_090949_s3,single,size fractionation,GENOMIC,WGS,65204.0,20494,74.0,,0.534169,s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2054.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17228,19622,22959,HG01258,C1,Megaruptor 3,Pippin HT,SRR13684290,,50.29,50288278175,2453786,,,
,1.0,15849,18248,21503,SRR29483076,PRJNA701308,SAMN17861241,v8.0.0,22.5,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_231202_110908_s4.hifi_reads.bc2056.bam,bam,kmiyamot@uw.edu,University of Washington,Revio,HG03516.HFSS_m84046_231202_110908_s4,single,size fractionation,GENOMIC,WGS,68453.0,18230,72.0,,0.547524,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2056.bam,PACBIO_SMRT,P1,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,15348,17425,20374,HG03516,C1,Megaruptor 3,Pippin HT,SRR13684290,,69.9,69896055959,3833995,,,
