sample_id,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
HG00544,HG00544-24ab-1_S1_L004_R1_001.fastq.gz,SRR30613916,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L004_R1_001-1_S1_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,24631525119,7.95,0.482918,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L004_R1_001.fastq.gz,24.63,HiC,,
HG00544,HG00544-24ab-2_S2_L001_R1_001.fastq.gz,SRR30613905,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26340905434,8.5,0.533568,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L001_R1_001.fastq.gz,26.34,HiC,,
HG00544,HG00544-24ab-2_S2_L002_R1_001.fastq.gz,SRR30613798,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26223483770,8.46,0.521346,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L002_R1_001.fastq.gz,26.22,HiC,,
HG00544,HG00544-24ab-2_S2_L003_R1_001.fastq.gz,SRR30613787,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26343216176,8.5,0.505937,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L003_R1_001.fastq.gz,26.34,HiC,,
HG00544,HG00544-24ab-2_S2_L004_R1_001.fastq.gz,SRR30613715,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,25383174741,8.19,0.500233,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L004_R1_001.fastq.gz,25.38,HiC,,
HG00544,HG00544-24ab-1_S1_L001_R2_001.fastq.gz,SRR30613813,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L001_R1_001-1_S1_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,25479513215,8.22,0.500524,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L001_R2_001.fastq.gz,25.48,HiC,,
HG00544,HG00544-24ab-1_S1_L002_R2_001.fastq.gz,SRR30613731,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L002_R1_001-1_S1_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,25347790881,8.18,0.491247,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L002_R2_001.fastq.gz,25.35,HiC,,
HG00544,HG00544-24ab-1_S1_L003_R2_001.fastq.gz,SRR30613927,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L003_R1_001-1_S1_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,25441102605,8.21,0.48624,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L003_R2_001.fastq.gz,25.44,HiC,,
HG00544,HG00544-24ab-1_S1_L004_R2_001.fastq.gz,SRR30613916,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-1-1_S1_L004_R1_001-1_S1_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,24630424908,7.95,0.513698,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-1_S1_L004_R2_001.fastq.gz,24.63,HiC,,
HG00544,HG00544-24ab-2_S2_L001_R2_001.fastq.gz,SRR30613905,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26340003436,8.5,0.479951,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L001_R2_001.fastq.gz,26.34,HiC,,
HG00544,HG00544-24ab-2_S2_L002_R2_001.fastq.gz,SRR30613798,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26222530879,8.46,0.451696,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L002_R2_001.fastq.gz,26.22,HiC,,
HG00544,HG00544-24ab-2_S2_L003_R2_001.fastq.gz,SRR30613787,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,26342190727,8.5,0.456688,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L003_R2_001.fastq.gz,26.34,HiC,,
HG00544,HG00544-24ab-2_S2_L004_R2_001.fastq.gz,SRR30613715,SRP305758,PRJNA701308,SAMN26237491,HG00544-24ab-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00544,25382012070,8.19,0.498429,s3://human-pangenomics/working/HPRC/HG00544/raw_data/hic/HG00544-24ab-2_S2_L004_R2_001.fastq.gz,25.38,HiC,,
HG00558,HG00558-1_S4_L001_R2_001.fastq.gz,SRR30310947,SRP305758,PRJNA701308,SAMN33758780,HG00558-1_S4_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00558,27603885539,8.9,0.465973,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R2_001.fastq.gz,27.6,HiC,,
HG00558,HG00558-2_S8_L001_R2_001.fastq.gz,SRR30310946,SRP305758,PRJNA701308,SAMN33758780,HG00558-2_S8_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00558,32101602796,10.36,0.482983,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R2_001.fastq.gz,32.1,HiC,,
HG00558,HG00558-1_S4_L001_R1_001.fastq.gz,SRR30310947,SRP305758,PRJNA701308,SAMN33758780,HG00558-1_S4_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00558,27603885539,8.9,0.465973,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R1_001.fastq.gz,27.6,HiC,,
HG00558,HG00558-2_S8_L001_R1_001.fastq.gz,SRR30310946,SRP305758,PRJNA701308,SAMN33758780,HG00558-2_S8_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00558,32101602796,10.36,0.482983,s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R1_001.fastq.gz,32.1,HiC,,
HG00597,HG00597-1_S1_L002_R2_001.fastq.gz,SRR30310945,SRP305758,PRJNA701308,SAMN33621944,HG00597-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00597,101280993154,32.67,0.406575,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-1_S1_L002_R2_001.fastq.gz,101.28,HiC,,
HG00597,HG00597-2_S1_L003_R2_001.fastq.gz,SRR30310944,SRP305758,PRJNA701308,SAMN33621944,HG00597-2_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00597,60459807174,19.5,0.417803,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-2_S1_L003_R2_001.fastq.gz,60.46,HiC,,
HG00597,HG00597-1_S1_L002_R1_001.fastq.gz,SRR30310945,SRP305758,PRJNA701308,SAMN33621944,HG00597-1_S1_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00597,101280993154,32.67,0.406575,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-1_S1_L002_R1_001.fastq.gz,101.28,HiC,,
HG00597,HG00597-2_S1_L003_R1_001.fastq.gz,SRR30310944,SRP305758,PRJNA701308,SAMN33621944,HG00597-2_S1_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00597,60459807174,19.5,0.417803,s3://human-pangenomics/working/HPRC/HG00597/raw_data/hic/HG00597-2_S1_L003_R1_001.fastq.gz,60.46,HiC,,
HG00609,HG00609-38a-1_S9_L001_R1_001.fastq.gz,SRR30613699,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L001_R1_001-1_S9_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,15539181423,5.01,0.52783,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L001_R1_001.fastq.gz,15.54,HiC,,
HG00609,HG00609-38a-1_S9_L002_R1_001.fastq.gz,SRR30613637,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,11618228831,3.75,0.577875,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L002_R1_001.fastq.gz,11.62,HiC,,
HG00609,HG00609-38a-1_S9_L003_R1_001.fastq.gz,SRR30613648,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12222236915,3.94,0.550621,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L003_R1_001.fastq.gz,12.22,HiC,,
HG00609,HG00609-38a-1_S9_L004_R1_001.fastq.gz,SRR30613901,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,15069587773,4.86,0.539782,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L004_R1_001.fastq.gz,15.07,HiC,,
HG00609,HG00609-38a-2_S10_L001_R1_001.fastq.gz,SRR30613887,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12949249772,4.18,0.575816,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L001_R1_001.fastq.gz,12.95,HiC,,
HG00609,HG00609-38a-2_S10_L002_R1_001.fastq.gz,SRR30613621,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,8513185331,2.75,0.611128,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L002_R1_001.fastq.gz,8.51,HiC,,
HG00609,HG00609-38a-2_S10_L003_R1_001.fastq.gz,SRR30613769,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,9629510218,3.11,0.621931,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L003_R1_001.fastq.gz,9.63,HiC,,
HG00609,HG00609-38a-2_S10_L004_R1_001.fastq.gz,SRR30613624,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12493735034,4.03,0.577953,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L004_R1_001.fastq.gz,12.49,HiC,,
HG00609,HG00609-38a-1_S9_L001_R2_001.fastq.gz,SRR30613699,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L001_R1_001-1_S9_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,15538962800,5.01,0.481616,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L001_R2_001.fastq.gz,15.54,HiC,,
HG00609,HG00609-38a-1_S9_L002_R2_001.fastq.gz,SRR30613637,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,11618221393,3.75,0.537744,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L002_R2_001.fastq.gz,11.62,HiC,,
HG00609,HG00609-38a-1_S9_L003_R2_001.fastq.gz,SRR30613648,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12221960042,3.94,0.540724,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L003_R2_001.fastq.gz,12.22,HiC,,
HG00609,HG00609-38a-1_S9_L004_R2_001.fastq.gz,SRR30613901,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,15069409755,4.86,0.512936,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-1_S9_L004_R2_001.fastq.gz,15.07,HiC,,
HG00609,HG00609-38a-2_S10_L001_R2_001.fastq.gz,SRR30613887,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12949041846,4.18,0.556853,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L001_R2_001.fastq.gz,12.95,HiC,,
HG00609,HG00609-38a-2_S10_L002_R2_001.fastq.gz,SRR30613621,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,8513076121,2.75,0.567948,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L002_R2_001.fastq.gz,8.51,HiC,,
HG00609,HG00609-38a-2_S10_L003_R2_001.fastq.gz,SRR30613769,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,9629272820,3.11,0.598919,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L003_R2_001.fastq.gz,9.63,HiC,,
HG00609,HG00609-38a-2_S10_L004_R2_001.fastq.gz,SRR30613624,SRP305758,PRJNA701308,SAMN26237492,HG00609-38a-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00609,12493545109,4.03,0.544026,s3://human-pangenomics/working/HPRC/HG00609/raw_data/hic/HG00609-38a-2_S10_L004_R2_001.fastq.gz,12.49,HiC,,
HG00621,NWM235b-1_S15_L001_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,18770438458,6.05,0.546468,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L001_R1_001.fastq.gz,18.77,add_to_index,,
HG00621,NWM235b-1_S15_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,18770325204,6.05,0.526653,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L001_R2_001.fastq.gz,18.77,add_to_index,,
HG00621,NWM235b-1_S15_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19027379778,6.14,0.553764,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L002_R1_001.fastq.gz,19.03,add_to_index,,
HG00621,NWM235b-1_S15_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19027702824,6.14,0.492857,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L002_R2_001.fastq.gz,19.03,add_to_index,,
HG00621,NWM235b-1_S15_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19092900064,6.16,0.487123,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L003_R1_001.fastq.gz,19.09,add_to_index,,
HG00621,NWM235b-1_S15_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19093054924,6.16,0.504104,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L003_R2_001.fastq.gz,19.09,add_to_index,,
HG00621,NWM235b-1_S15_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19870748648,6.41,0.54811,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L004_R1_001.fastq.gz,19.87,add_to_index,,
HG00621,NWM235b-1_S15_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861653,NWM235b-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00621,19871235271,6.41,0.528403,s3://human-pangenomics/working/HPRC/HG00621/raw_data/hic/NWM235b-1_S15_L004_R2_001.fastq.gz,19.87,add_to_index,,
