sample_id,read_files_downsampled,number_of_read_files_downsampled,total_coverage_downsampled,number_of_cores_per_task_downsampled,mapper_preset,kmer_size,read_files,number_of_read_files,total_coverage,coverage,number_of_cores_per_task,instrument_model,hmm_flagger_window_size,hmm_flagger_alpha_tsv
HG01048,"['s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam']",4,69.0,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam', 's3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam']",4,69.0,"[19.9, 18.1, 18.2, 12.8]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01099,"['s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210705_162656.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210704_052805.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2092.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2092.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210707_032602.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2092.bam']",6,58.7,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210704_052805.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210705_162656.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210707_032602.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2092.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2092.bam', 's3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2092.bam']",6,58.7,"[12.1, 12.3, 8.3, 9.2, 8.0, 8.8]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01167,"['s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230725_164143_s3.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230731_140439_s3.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1012.bam']",3,62.5,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230725_164143_s3.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230731_140439_s3.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1012.bam']",3,62.5,"[34.0, 22.5, 6.0]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01248,"['s3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230624_210225_s2.hifi_reads.bc2016.bam', 's3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230624_203119_s1.hifi_reads.bc2016.bam', 's3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc2016.bam']",3,60.7,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230624_203119_s1.hifi_reads.bc2016.bam', 's3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230624_210225_s2.hifi_reads.bc2016.bam', 's3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc2016.bam', 's3://human-pangenomics/working/HPRC/HG01248/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc2016.bam']",4,62.0,"[28.8, 30.6, 1.3, 1.3]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01255,"['s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210516_022225.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64043_210520_180149.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210519_033858.hifi_reads.bam']",4,67.0,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64043_210520_180149.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210516_022225.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210519_033858.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam']",4,67.0,"[10.7, 11.3, 10.5, 34.5]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01496,"['s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2080.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210625_184443.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210628_151651.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210627_054642.hifi_reads.bam']",4,57.7,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210625_184443.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210627_054642.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210628_151651.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2080.bam']",4,57.699999999999996,"[11.9, 10.2, 11.2, 24.4]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01626,"['s3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230725_153931_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230731_130312_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1010.bam']",3,63.6,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230725_153931_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230731_130312_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG01626/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1010.bam']",3,63.6,"[34.6, 25.1, 3.9]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01766,"['s3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230722_183401_s4.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230722_180255_s3.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230721_192545_s2.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230728_232723_s1.hifi_reads.bc2090.bam']",4,63.0,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230722_180255_s3.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230728_232723_s1.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230722_183401_s4.hifi_reads.bc2090.bam', 's3://human-pangenomics/working/HPRC/HG01766/raw_data/PacBio_HiFi/m84046_230721_192545_s2.hifi_reads.bc2090.bam']",4,63.00000000000001,"[18.2, 8.9, 18.8, 17.1]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01785,"['s3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231027_205726_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231029_030755_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2068.bam']",4,68.1,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231027_205726_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231029_030755_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2068.bam', 's3://human-pangenomics/working/HPRC/HG01785/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2068.bam']",4,68.1,"[22.3, 20.2, 12.1, 13.5]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01786,"['s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_175717_s2.hifi_reads.bc2012.bam', 's3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_172650_s1.hifi_reads.bc2012.bam']",2,73.6,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_172650_s1.hifi_reads.bc2012.bam', 's3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_175717_s2.hifi_reads.bc2012.bam']",2,73.6,"[36.5, 37.1]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01798,"['s3://human-pangenomics/working/HPRC/HG01798/raw_data/PacBio_HiFi/m84081_231209_031410_s3.hifi_reads.bc2002.bam', 's3://human-pangenomics/working/HPRC/HG01798/raw_data/PacBio_HiFi/m84081_231209_034516_s4.hifi_reads.bc2002.bam']",2,80.8,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01798/raw_data/PacBio_HiFi/m84081_231209_031410_s3.hifi_reads.bc2002.bam', 's3://human-pangenomics/working/HPRC/HG01798/raw_data/PacBio_HiFi/m84081_231209_034516_s4.hifi_reads.bc2002.bam']",2,80.8,"[42.4, 38.4]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01884,"['s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210718_084331.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210716_214728.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210713_205453.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.default.bam']",7,55.4,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210716_214728.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210718_084331.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210713_205453.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.default.bam']",7,55.400000000000006,"[11.0, 12.6, 10.2, 2.1, 2.7, 3.0, 13.8]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01894,"['s3://human-pangenomics/working/HPRC/HG01894/raw_data/PacBio_HiFi/m84081_231105_014442_s1.hifi_reads.bc2069.bam', 's3://human-pangenomics/working/HPRC/HG01894/raw_data/PacBio_HiFi/m84081_231103_210721_s4.hifi_reads.bc2069.bam']",2,65.2,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01894/raw_data/PacBio_HiFi/m84081_231103_210721_s4.hifi_reads.bc2069.bam', 's3://human-pangenomics/working/HPRC/HG01894/raw_data/PacBio_HiFi/m84081_231105_014442_s1.hifi_reads.bc2069.bam']",2,65.2,"[32.0, 33.2]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01934,"['s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210728_163638.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210725_054129.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210723_184622.hifi_reads.bam']",6,66.0,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210723_184622.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210725_054129.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210726_163800.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210728_163638.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam', 's3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam']",7,73.1,"[7.6, 8.7, 7.1, 8.8, 13.3, 13.3, 14.3]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01940,"['s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/m84091_240110_191713_s4.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220422_151506.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64330e_220415_164034.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220424_021126.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220304_185513.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.bam']",6,54.25,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64330e_220415_164034.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220304_185513.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220422_151506.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220424_021126.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/m84091_240110_191713_s4.hifi_reads.bc1010.bam']",6,54.25,"[9.6, 4.5, 9.8, 9.3, 2.6, 18.45]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01943,"['s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210716_230222.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210719_210019.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210718_100009.hifi_reads.bam']",5,63.8,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210716_230222.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210718_100009.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210719_210019.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam', 's3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2093.bam']",5,63.8,"[11.1, 10.0, 10.7, 15.2, 16.8]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG01969,"['s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/m84091_240110_201841_s2.hifi_reads.bc1002.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220422_144937.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64055e_220506_051029.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220227_055825.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64330e_220305_053001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64334e_220415_144515.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64055e_220517_182131.demultiplex.bc1002--bc1002.5mc.hifi_reads.bam']",7,54.66,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220227_055825.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m54306Ue_220422_144937.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64055e_220506_051029.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64330e_220305_053001.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64334e_220415_144515.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/primrose/m64055e_220517_182131.demultiplex.bc1002--bc1002.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG01969/raw_data/PacBio_HiFi/m84091_240110_201841_s2.hifi_reads.bc1002.bam']",7,54.660000000000004,"[6.1, 11.0, 7.2, 4.8, 3.1, 3.1, 19.36]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
