filename,filetype,title,sample_ID,biosample_accession,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,assembly,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,generator_facility,generator_contact,notes,path,ntsm_score,read_N50,total_Gbp,coverage,100kb+,200kb+,300kb+,400kb+,500kb+,1Mb+,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG03579_PAK45831_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,Oxford Nanopore sequecing of HG03579 called with mods.,HG03579,SAMN17861671,HG03579_PAK45831_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,ONT sequencing of Circulomics UHMW DNA on PromethION,unaligned reads with 5mC mods,unaligned,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,Flowcell-type=FLO-PRO002,s3://human-pangenomics/working/HPRC/HG03579/raw_data/nanopore/guppy_6/HG03579_PAK45831_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.330377,88317,55.8,16.91,7.5,2.41,0.63,0.15,0.03,0.0,1,SRR31367071,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6,R941
HG03579_PAK45849_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,Oxford Nanopore sequecing of HG03579 called with mods.,HG03579,SAMN17861671,HG03579_PAK45849_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,ONT sequencing of Circulomics UHMW DNA on PromethION,unaligned reads with 5mC mods,unaligned,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,Flowcell-type=FLO-PRO002,s3://human-pangenomics/working/HPRC/HG03579/raw_data/nanopore/guppy_6/HG03579_PAK45849_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.334347,91724,61.82,18.73,8.62,2.75,0.72,0.16,0.04,0.0,0,SRR31367070,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6,R941
HG03579_PAM34929_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,Oxford Nanopore sequecing of HG03579 called with mods.,HG03579,SAMN17861671,HG03579_PAM34929_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,ONT sequencing of Circulomics UHMW DNA on PromethION,unaligned reads with 5mC mods,unaligned,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,Flowcell-type=FLO-PRO002,s3://human-pangenomics/working/HPRC/HG03579/raw_data/nanopore/guppy_6/HG03579_PAM34929_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.367089,82860,42.02,12.73,5.32,1.75,0.52,0.15,0.05,0.0,2,SRR31367069,SRP305758,PRJNA701308,UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6,R941
09_06_23_R1041_HPRC_NA19131_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19131,NA19131,SAMN41021680,09_06_23_R1041_HPRC_NA19131_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19131/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/09_06_23_R1041_HPRC_NA19131_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.463818,91697,99.85,30.26,13.81,4.0,1.07,0.31,0.1,0.0,8,SRR29497470,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
09_06_23_R1041_HPRC_NA19131_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19131,NA19131,SAMN41021680,09_06_23_R1041_HPRC_NA19131_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19131/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/09_06_23_R1041_HPRC_NA19131_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.469401,95302,88.45,26.8,12.75,3.92,1.08,0.31,0.1,0.0,13,SRR29497469,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
09_06_23_R1041_HPRC_NA19131_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19131,NA19131,SAMN41021680,09_06_23_R1041_HPRC_NA19131_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19131/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/09_06_23_R1041_HPRC_NA19131_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.440698,94557,84.4,25.58,12.07,3.65,1.01,0.3,0.09,0.0,7,SRR29497321,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_10_23_R1041_HPRC_HG03103_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG03103,HG03103,SAMN41021686,10_10_23_R1041_HPRC_HG03103_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG03103/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG03103_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.409534,102943,56.06,16.99,8.75,2.78,0.71,0.15,0.03,0.0,1,SRR29497597,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_10_23_R1041_HPRC_HG03103_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG03103,HG03103,SAMN41021686,10_10_23_R1041_HPRC_HG03103_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG03103/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG03103_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.406655,104237,55.27,16.75,8.73,2.82,0.73,0.16,0.03,0.0,0,SRR29497490,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_10_23_R1041_HPRC_HG03103_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG03103,HG03103,SAMN41021686,10_10_23_R1041_HPRC_HG03103_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG03103/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG03103_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.456458,100521,50.83,15.4,7.74,2.4,0.6,0.13,0.03,0.0,0,SRR29497474,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
12_05_23_R1041_HPRC_NA19036_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,12_05_23_R1041_HPRC_NA19036_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA19036_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.433041,67608,48.01,14.55,4.47,0.82,0.13,0.02,0.0,0.0,0,SRR29497264,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_23_24_R1041_HPRC_NA19036_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,01_23_24_R1041_HPRC_NA19036_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA19036_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.51135,101740,31.52,9.55,4.85,1.46,0.29,0.04,0.01,0.0,1,SRR29497645,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
12_05_23_R1041_HPRC_NA19036_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,12_05_23_R1041_HPRC_NA19036_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA19036_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.429097,71988,54.52,16.52,5.5,1.03,0.15,0.02,0.0,0.0,1,SRR29497366,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_23_24_R1041_HPRC_NA19036_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,01_23_24_R1041_HPRC_NA19036_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA19036_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.445626,100299,35.32,10.7,5.37,1.47,0.25,0.03,0.01,0.0,1,SRR29497355,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
12_05_23_R1041_HPRC_NA19036_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,12_05_23_R1041_HPRC_NA19036_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_05_23_R1041_HPRC_NA19036_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.32477,59325,70.26,21.29,5.67,1.0,0.16,0.03,0.01,0.0,3,SRR29497468,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_23_24_R1041_HPRC_NA19036_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19036,NA19036,SAMN41021642,01_23_24_R1041_HPRC_NA19036_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19036/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_23_24_R1041_HPRC_NA19036_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.445526,93887,62.48,18.93,8.88,2.46,0.46,0.07,0.01,0.0,1,SRR29497457,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
11_7_23_R1041_HPRC_HG00321_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,11_7_23_R1041_HPRC_HG00321_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_7_23_R1041_HPRC_HG00321_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.806872,75741,1.7,0.52,0.19,0.03,0.0,0.0,0.0,0.0,0,SRR29497346,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
11_7_23_R1041_HPRC_HG00321_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,11_7_23_R1041_HPRC_HG00321_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_7_23_R1041_HPRC_HG00321_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.717276,79498,2.99,0.9,0.34,0.06,0.01,0.0,0.0,0.0,0,SRR29497335,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_16_24_R1041_HPRC_HG00321_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,01_16_24_R1041_HPRC_HG00321_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00321_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.353827,73764,78.62,23.82,8.12,1.14,0.09,0.01,0.0,0.0,1,SRR29497444,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
11_7_23_R1041_HPRC_HG00321_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,11_7_23_R1041_HPRC_HG00321_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/11_7_23_R1041_HPRC_HG00321_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.751965,81726,3.29,1.0,0.39,0.07,0.01,0.0,0.0,0.0,0,SRR29497433,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_16_24_R1041_HPRC_HG00321_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,01_16_24_R1041_HPRC_HG00321_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00321_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.424959,72480,81.92,24.83,8.12,1.05,0.08,0.01,0.0,0.0,0,SRR29497630,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
01_16_24_R1041_HPRC_HG00321_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG00321,HG00321,SAMN41021636,01_16_24_R1041_HPRC_HG00321_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG00321/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00321_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.347974,74225,85.18,25.81,8.85,1.27,0.1,0.01,0.0,0.0,1,SRR29497432,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_HG01248_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG01248,HG01248,SAMN41708789,10_24_23_R1041_HPRC_HG01248_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG01248/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG01248_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.410128,59339,108.34,32.83,8.51,1.42,0.19,0.02,0.0,0.0,0,SRR29497542,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_HG01248_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG01248,HG01248,SAMN41708789,10_24_23_R1041_HPRC_HG01248_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG01248/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG01248_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.387729,59993,117.65,35.65,9.37,1.58,0.22,0.03,0.01,0.0,2,SRR29497330,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_HG01248_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of HG01248,HG01248,SAMN41708789,10_24_23_R1041_HPRC_HG01248_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/HG01248/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG01248_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.393629,60920,94.41,28.61,7.75,1.35,0.19,0.03,0.01,0.0,1,SRR29497320,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_NA19190_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19190,NA19190,SAMN41021688,10_24_23_R1041_HPRC_NA19190_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19190/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA19190_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.411044,53654,92.47,28.02,6.33,0.91,0.11,0.02,0.01,0.0,1,SRR29497429,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_NA19190_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19190,NA19190,SAMN41021688,10_24_23_R1041_HPRC_NA19190_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19190/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA19190_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.431667,55872,89.03,26.98,6.44,0.92,0.12,0.02,0.01,0.0,0,SRR29497417,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_NA19190_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19190,NA19190,SAMN41021688,10_24_23_R1041_HPRC_NA19190_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19190/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA19190_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.53487,59609,21.66,6.56,1.72,0.27,0.03,0.01,0.0,0.0,0,SRR29497531,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
10_24_23_R1041_HPRC_NA19190_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,bam,Oxford Nanopore sequencing of NA19190,NA19190,SAMN41021688,10_24_23_R1041_HPRC_NA19190_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,unaligned,no shear,no SS,SQK-ULK114,dorado,0.6.0,dna_r10.4.1_e8.2_400bps_sup@v4.3.0,"University of California, Santa Cruz",iviolich@ucsc.edu,,s3://human-pangenomics/working/HPRC/NA19190/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_NA19190_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam,0.431801,61444,92.54,28.04,7.68,1.19,0.15,0.02,0.01,0.0,1,SRR29497608,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
