sample_id,mapping_info,bam,bai,cov_gz,stats_tsv,conservative_stats_tsv,bigwig,high_mapq_bigwig,high_clip_bigwig
NA19043,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/read_alignments/hifi/NA19043.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/read_alignments/hifi/NA19043.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19043/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA19043.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
NA18983,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/read_alignments/hifi/NA18983.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/read_alignments/hifi/NA18983.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18983/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18983.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
NA18971,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/read_alignments/hifi/NA18971.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/read_alignments/hifi/NA18971.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18971/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18971.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
NA18747,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/read_alignments/hifi/NA18747.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/read_alignments/hifi/NA18747.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18747/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18747.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
NA18570,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/read_alignments/hifi/NA18570.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/read_alignments/hifi/NA18570.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18570/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18570.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
NA18522,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/read_alignments/hifi/NA18522.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/read_alignments/hifi/NA18522.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18522/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/NA18522.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
HG04228,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/read_alignments/hifi/HG04228.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/read_alignments/hifi/HG04228.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04228/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04228.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
HG04184,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/read_alignments/hifi/HG04184.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/read_alignments/hifi/HG04184.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04184/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG04184.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
HG03942,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/read_alignments/hifi/HG03942.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/read_alignments/hifi/HG03942.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03942/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03942.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
HG03927,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/read_alignments/hifi/HG03927.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/read_alignments/hifi/HG03927.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03927/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03927.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
HG03834,hifi_DC_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/read_alignments/hifi/HG03834.hifi_DC_minimap2_2.28.corrected.bam,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/read_alignments/hifi/HG03834.hifi_DC_minimap2_2.28.corrected.bam.bai,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.cov.gz,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.augmented.conservative.stats.tsv,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_mapq.bigwig,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03834/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_hifi/HG03834.hifi_DC_minimap2_2.28.corrected.downsample_1.0.high_clip.bigwig
