sample_id,mapping_info,alignment_link,hap1_assembly_name,hap1_assembly,hap2_assembly_name,hap2_assembly,hap2_pileup_bigwig,hap2_pileup_bed,hap1_pileup_bigwig,hap1_pileup_bed,hap1_pileup_bed_s3_path,hap1_pileup_bigwig_s3_path,hap2_pileup_bigwig_s3_path,hap2_pileup_bed_s3_path
HG01358,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01358/hprc_r2/assembly_qc/read_alignments/ont/HG01358.R941_minimap2_2.28.corrected.bam,HG01358_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz,HG01358_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01358/analysis/hprc_modkit_pileup_outputs/69f78ec8-b46e-44c8-9463-bc65238a93cb/HG01358_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01358/analysis/hprc_modkit_pileup_outputs/2a8d4a81-4d4a-4464-9af1-ba5713bc855f/HG01358_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01358/analysis/hprc_modkit_pileup_outputs/4e7aed82-6267-446f-a67d-f8f6660f83fb/HG01358_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01358/analysis/hprc_modkit_pileup_outputs/2a8d4a81-4d4a-4464-9af1-ba5713bc855f/HG01358_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/annotation/methylation/ont/HG01358_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/annotation/methylation/ont/HG01358_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/annotation/methylation/ont/HG01358_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/annotation/methylation/ont/HG01358_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01361,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01361/hprc_r2/assembly_qc/read_alignments/ont/HG01361.R941_minimap2_2.28.corrected.bam,HG01361_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz,HG01361_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01361/analysis/hprc_modkit_pileup_outputs/29686c09-d79c-497a-96ff-02c81ba22778/HG01361_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01361/analysis/hprc_modkit_pileup_outputs/58048187-03e3-4098-b259-009d3fed23b7/HG01361_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01361/analysis/hprc_modkit_pileup_outputs/11557bcf-a971-4ce5-8f01-d84569dc662e/HG01361_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01361/analysis/hprc_modkit_pileup_outputs/58048187-03e3-4098-b259-009d3fed23b7/HG01361_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/annotation/methylation/ont/HG01361_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/annotation/methylation/ont/HG01361_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/annotation/methylation/ont/HG01361_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/annotation/methylation/ont/HG01361_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01928,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01928/hprc_r2/assembly_qc/read_alignments/ont/HG01928.R941_minimap2_2.28.corrected.bam,HG01928_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz,HG01928_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01928/analysis/hprc_modkit_pileup_outputs/0b7a89f7-2724-42a7-9007-9dcf8e0f5aef/HG01928_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01928/analysis/hprc_modkit_pileup_outputs/313bdbcc-2d6e-4456-89a1-8ccb4e2cc4cb/HG01928_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01928/analysis/hprc_modkit_pileup_outputs/0a263e23-4652-4a6a-8600-0e0e75fe91f4/HG01928_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01928/analysis/hprc_modkit_pileup_outputs/313bdbcc-2d6e-4456-89a1-8ccb4e2cc4cb/HG01928_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/annotation/methylation/ont/HG01928_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/annotation/methylation/ont/HG01928_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/annotation/methylation/ont/HG01928_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/annotation/methylation/ont/HG01928_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01934,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01934/hprc_r2/assembly_qc/read_alignments/ont/HG01934.R941_minimap2_2.28.corrected.bam,HG01934_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz,HG01934_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01934/analysis/hprc_modkit_pileup_outputs/2ec4c7c6-8504-48eb-97ad-6c36e7000a12/HG01934_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01934/analysis/hprc_modkit_pileup_outputs/abf6c5bd-a5f8-451e-b308-623b63173378/HG01934_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01934/analysis/hprc_modkit_pileup_outputs/ab942324-1a49-4191-9e83-0df808e87ccb/HG01934_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01934/analysis/hprc_modkit_pileup_outputs/abf6c5bd-a5f8-451e-b308-623b63173378/HG01934_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/annotation/methylation/ont/HG01934_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/annotation/methylation/ont/HG01934_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/annotation/methylation/ont/HG01934_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/annotation/methylation/ont/HG01934_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01940,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01940/hprc_r2/assembly_qc/read_alignments/ont/HG01940.R941_minimap2_2.28.corrected.bam,HG01940_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz,HG01940_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01940/analysis/hprc_modkit_pileup_outputs/efc27dbd-7156-43b0-8a83-ff4eef291d79/HG01940_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01940/analysis/hprc_modkit_pileup_outputs/9f22cbad-54fe-49a7-aaa4-f03f8f5a50b3/HG01940_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01940/analysis/hprc_modkit_pileup_outputs/4e1c52fe-4334-4f85-8b59-c3d945ae2a1b/HG01940_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01940/analysis/hprc_modkit_pileup_outputs/9f22cbad-54fe-49a7-aaa4-f03f8f5a50b3/HG01940_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/annotation/methylation/ont/HG01940_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/annotation/methylation/ont/HG01940_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/annotation/methylation/ont/HG01940_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/annotation/methylation/ont/HG01940_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01960,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01960/hprc_r2/assembly_qc/read_alignments/ont/HG01960.R941_minimap2_2.28.corrected.bam,HG01960_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz,HG01960_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01960/analysis/hprc_modkit_pileup_outputs/b0ebf668-79c5-445d-a956-0737a54ecf49/HG01960_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01960/analysis/hprc_modkit_pileup_outputs/e1f49d40-15ed-4566-b349-b0a7d89f404e/HG01960_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01960/analysis/hprc_modkit_pileup_outputs/093fb70b-876a-44c2-add3-b865957584dd/HG01960_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01960/analysis/hprc_modkit_pileup_outputs/e1f49d40-15ed-4566-b349-b0a7d89f404e/HG01960_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/annotation/methylation/ont/HG01960_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/annotation/methylation/ont/HG01960_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/annotation/methylation/ont/HG01960_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/annotation/methylation/ont/HG01960_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01969,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01969/hprc_r2/assembly_qc/read_alignments/ont/HG01969.R941_minimap2_2.28.corrected.bam,HG01969_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz,HG01969_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01969/analysis/hprc_modkit_pileup_outputs/7c56a3e7-06cc-48e9-8c53-7c47251daca1/HG01969_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01969/analysis/hprc_modkit_pileup_outputs/82a364df-6762-452e-847f-8f74a9fa4d35/HG01969_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01969/analysis/hprc_modkit_pileup_outputs/1b93ae40-026a-4500-99df-a16ff3e90ec4/HG01969_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01969/analysis/hprc_modkit_pileup_outputs/82a364df-6762-452e-847f-8f74a9fa4d35/HG01969_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/annotation/methylation/ont/HG01969_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/annotation/methylation/ont/HG01969_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/annotation/methylation/ont/HG01969_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/annotation/methylation/ont/HG01969_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG01978,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01978/hprc_r2/assembly_qc/read_alignments/ont/HG01978.R941_minimap2_2.28.corrected.bam,HG01978_pat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz,HG01978_mat_hprc_r2_v1.1.0,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG01978/analysis/hprc_modkit_pileup_outputs/8c103d4b-19d1-4cf2-a91f-c4b15355297b/HG01978_mat_hprc_r2_v1.1.0.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01978/analysis/hprc_modkit_pileup_outputs/20b30d40-d5a3-41be-8d23-62b1886f5595/HG01978_mat_hprc_r2_v1.1.0.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG01978/analysis/hprc_modkit_pileup_outputs/5e9da366-ff42-481d-a0f6-6fbce9587919/HG01978_pat_hprc_r2_v1.1.0.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG01978/analysis/hprc_modkit_pileup_outputs/20b30d40-d5a3-41be-8d23-62b1886f5595/HG01978_pat_hprc_r2_v1.1.0.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/annotation/methylation/ont/HG01978_pat_hprc_r2_v1.1.0.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/annotation/methylation/ont/HG01978_pat_hprc_r2_v1.1.0.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/annotation/methylation/ont/HG01978_mat_hprc_r2_v1.1.0.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/annotation/methylation/ont/HG01978_mat_hprc_r2_v1.1.0.R941_minimap2_2.28.CpG_pileup.bed
HG02071,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02071/hprc_r2/assembly_qc/read_alignments/ont/HG02071.R941_minimap2_2.28.corrected.bam,HG02071_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz,HG02071_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG02071/analysis/hprc_modkit_pileup_outputs/76c9d40b-ea83-4128-8dc4-2bb87aea708b/HG02071_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02071/analysis/hprc_modkit_pileup_outputs/cc2e14a7-17db-4c0c-8f1f-2e8e3870b016/HG02071_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG02071/analysis/hprc_modkit_pileup_outputs/c2c1d67a-f06b-42e7-8258-bdc8715d3c1c/HG02071_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02071/analysis/hprc_modkit_pileup_outputs/cc2e14a7-17db-4c0c-8f1f-2e8e3870b016/HG02071_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/annotation/methylation/ont/HG02071_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/annotation/methylation/ont/HG02071_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/annotation/methylation/ont/HG02071_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/annotation/methylation/ont/HG02071_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
HG02074,R941_minimap2_2.28,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02074/hprc_r2/assembly_qc/read_alignments/ont/HG02074.R941_minimap2_2.28.corrected.bam,HG02074_pat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz,HG02074_mat_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz,/private/groups/hprc/methylation/ont_modkit/processing/HG02074/analysis/hprc_modkit_pileup_outputs/e07da521-a5a9-492b-b5f3-1e2e7158930d/HG02074_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02074/analysis/hprc_modkit_pileup_outputs/bdeab5c0-94dd-4674-ac91-1f0bbe5cb9af/HG02074_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,/private/groups/hprc/methylation/ont_modkit/processing/HG02074/analysis/hprc_modkit_pileup_outputs/060f9194-1047-4061-b7a8-5ee5d0794628/HG02074_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,/private/groups/hprc/methylation/ont_modkit/processing/HG02074/analysis/hprc_modkit_pileup_outputs/bdeab5c0-94dd-4674-ac91-1f0bbe5cb9af/HG02074_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/annotation/methylation/ont/HG02074_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/annotation/methylation/ont/HG02074_pat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/annotation/methylation/ont/HG02074_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.5mC.bigwig,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/annotation/methylation/ont/HG02074_mat_hprc_r2_v1.0.1.R941_minimap2_2.28.CpG_pileup.bed
