sample_id,overlap_filtered_path_asat,public_link_asat,public_link_hsat,public_link_rm,aws_fasta,cenSatAnnotations
HG01123_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01123-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01123-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01123.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01123.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01123_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01123.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01123_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01123-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01123-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01123.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01123.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01123_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01123.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01175_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01175-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01175-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01175.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01175.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01175_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01175.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01175_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01175-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01175-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01175.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01175.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01175_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01175.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01243_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01243-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01243-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01243.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01243.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01243_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01243.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01243_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01243-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01243-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01243.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01243.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01243_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01243.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01258_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01258-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01258-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01258.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01258.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01258_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01258.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01258_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01258-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01258-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01258.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01258.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01258_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01258.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01358_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01358-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01358-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01358.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01358.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01358_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01358.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01358_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01358-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01358-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01358.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01358.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01358_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01358.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01361_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01361-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01361-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01361.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01361.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/HG01361.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01361_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01361.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01361_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01361-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01361-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01361.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01361.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/HG01361.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01361_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01361.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01891_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01891-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01891-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01891.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01891.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/HG01891.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01891_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01891.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01891_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01891-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01891-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01891.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01891.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/HG01891.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01891_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01891.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01928_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01928-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01928-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01928.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01928.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/HG01928.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01928_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01928.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01928_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01928-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01928-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01928.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01928.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/HG01928.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01928_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01928.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01952_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01952-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01952-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01952.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01952.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01952_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01952.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01952_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01952-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01952-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01952.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01952.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/HG01952.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01952_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01952.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01978_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01978-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01978-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01978.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01978.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01978_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01978.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG01978_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG01978-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG01978-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01978.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01978.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/HG01978.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG01978_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG01978.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG02055_maternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG02055-maternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG02055-maternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02055.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02055.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/HG02055.maternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG02055_maternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG02055.maternal.f1_assembly_v2_genbank_rm.cenSat.bed
HG02055_paternal,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/asat_overlap_filtered/AS-HOR+SF-vs-HG02055-paternal.overlap_filtered.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR%2BSF-vs-HG02055-paternal.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02055.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02055.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/HG02055.paternal.f1_assembly_v2_genbank.fa.gz,/private/groups/hprc/qc_hmm_flagger/hprc_intermediate_assembly/assembly_qc/hprc_r1/censat/runs_toil_slurm/HG02055_paternal/analysis/centromereAnnotation_customized_hprc_r1_outputs/HG02055.paternal.f1_assembly_v2_genbank_rm.cenSat.bed
